7|7750|5.53461|6.4465,1.66019;|1111 1122 1112 1114 1124 1111 1134 1111 1144 1311 2311 1111 3311 1311 2311 1111 3311 1111
7|8311|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1311 2311 1111 3311 1111 3312 1111 3322 1111
7|8331|5.51786|3.11225,2.10323;|1111 1113 1123 1111 1133 1122 1112 1322 2311 1111 3311 1111 1312 1311 2311 1111 3311 1111
7|8345|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2312 1111 2322 1311 2311 1111 3311 1111 3311 1111
7|8431|5.53674|3.11225,2.1101;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3311 1312 1322 1111 2311 1111 3311 1111
7|8439|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1112 1122 1111
7|8654|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2312 1111 2322 1111 3311 1311 2311 1111 3311 1111
7|8711|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3312 1311 2311 1111 3311 1111 3322 1111
7|8727|5.51179|6.68701,1.04665;|1111 1115 1125 1111 1135 1311 2311 1111 3311 1111 1145 1111 1155 1311 2311 1111 3311 1111
8|192|3.55011|5.45816,1.62889;5.46399,1.62628;|1111 1122 1112 1322 2311 1111 3311 1111 1312 1122 1112 1411 2411 1111 3411 1111 4411 1111
8|348|5.18408|4.45816,1.62889;4.46399,1.62628;|1111 1112 1122 1322 2311 1111 3311 1111 1312 1122 1112 1411 2411 1111 3411 1111 4411 1111
8|1027|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1411 2411 1111 3411 1111 4411 1311 2311 1111 3311 1111
8|1447|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1411 2411 1111 3411 1311 2311 1111 3311 1111 4411 1111
8|1631|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3311 1411 2411 1111 3411 1111 4411 1111
8|1649|5.18408|4.53219,1.62599;4.53219,1.62599;|1111 1112 1122 1312 1322 1112 1122 1411 2411 1111 3411 1111 4411 1111 2311 1111 3311 1111
8|1805|3.55011|5.53219,1.62599;5.53219,1.62599;|1111 1122 1112 1312 1322 1112 1122 1411 2411 1111 3411 1111 4411 1111 2311 1111 3311 1111
8|1883|3.58414|4.30439,2.42258;|1111 1311 2311 1111 3312 1111 3322 1122 1112 1112 1122 1411 2411 1111 3411 1111 4411 1111
8|2723|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1411 2411 1111 3411 1111 4411 1111 3311 1111
8|2878|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1411 2411 1311 2311 1111 3311 1111 3411 1111 4411 1111
